name, full_name, valid, irrelevant, missing, invalid, cpp, cs, objc, go, java, coffee, js, ts, ruby, php, python, perl, clojure, erlang, haskell, scala 
"tiedot","HouzuoGuo/tiedot",234,51,90,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0
"retinajs","Iamronan/retinajs",30,52,35,0,0,0,0,0,0,18,17,0,0,0,0,0,0,0,0,0
"django-crispy-forms","IanLee1521/django-crispy-forms",499,442,127,0,0,0,0,0,0,0,13,0,0,0,114,0,0,0,0,0
"pyapns","Instagram/pyapns",37,25,12,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0
"hakyll","Javran/hakyll",826,358,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
"qml","Jenyay/qml",140,26,23,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"vowpal_wabbit","JohnLangford/vowpal_wabbit",48,456,1470,0,1448,77,0,0,0,0,0,0,0,0,5,1,0,0,0,0
"elli","K2InformaticsGmbH/elli",224,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"proper","K2InformaticsGmbH/proper",301,76,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"ranch","K2InformaticsGmbH/ranch",74,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"octopi","LAC1213/octopi",348,56,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rakudo","LLFourn/rakudo",786,5813,8017,0,70,0,0,0,2,0,0,0,0,0,0,7966,0,0,0,0
"cheshire","Leonidas-from-XIV/cheshire",253,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"rootbeer1","Lexine/rootbeer1",426,142,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"zeus","Lexxville/zeus",372,148,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CraftBukkit","LinEvil/CraftBukkit",2306,160,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"socketstream","ListnPlay/socketstream",404,253,38,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
"jquery-bracket","Luttenegger/jquery-bracket",29,16,23,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0
"hugo","MarkDBlackwell/hugo",243,78,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"qupzilla","Martii/qupzilla",2106,247,48,0,46,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"TodoTxtJs","MartinSGill/TodoTxtJs",159,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Futile","MattRix/Futile",347,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adaptive-Images","MattWilcox/Adaptive-Images",42,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RedPhone","McLoo/RedPhone",93,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"roundcubemail","MelissaKincheloe/roundcubemail",3767,3414,871,0,4,0,0,0,0,0,354,0,0,586,0,0,0,0,0,0
"hesokuri","MerelyAPseudonym/hesokuri",182,35,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"gocode","MerlinDMC/gocode",378,140,16,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0
"namecoin","Midar/namecoin",558,158,103,0,98,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0
"giter8","MonsantoCo/giter8",192,125,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"AndEngine","Munazza/AndEngine",1603,75,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scoobi","NICTA/scoobi",1328,200,97,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,91
"pattern","Rbud/pattern",671,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"anchor-cms","NathanLawrence/anchor-cms",883,90,21,0,0,0,0,0,0,0,4,0,0,19,0,0,0,0,0,0
"shotcut","NeilBryant/shotcut",645,215,14,0,8,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0
"fmdb","Onetaway/fmdb",148,45,32,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ground","OptimalBits/ground",1240,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHPExcel","PHPOffice/PHPExcel",689,141,51,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0
"ink","PeoplePerHour/ink",50,111,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"pokerth","Pik-9/pokerth",2849,648,109,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"razor-qt","Razor-qt/razor-qt",1441,453,63,0,58,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0
"Rex","RexOps/Rex",37,307,1410,0,0,0,0,0,0,0,0,0,0,0,0,1410,0,0,0,0
"nhibernate-core","RogerKratz/nhibernate-core",5455,1092,252,0,0,251,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Twig","rvanlaak/Twig",1339,581,54,0,9,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0
"sync","SCDependencies/sync",60,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MiniProfiler","SamSaffron/MiniProfiler",550,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ServiceStack","ServiceStack/ServiceStack",2544,1034,94,0,0,93,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"mailcheck","Shopify/mailcheck",34,34,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"oj","Shopify/oj",339,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"grunt-ts","Softpagehomeware/grunt-ts",95,70,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"WebAPIContrib","TerraVenil/WebAPIContrib",158,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"doozerd","UpstandingHackers/doozerd",1357,241,11,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0
"distributed-process","VicNumber21/distributed-process",592,117,46,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,41,0
"django-social-auth","VishvajitP/django-social-auth",938,266,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"glue","WillsB3/glue",166,149,39,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
"clank","Wolfr/clank",56,168,18,0,0,0,0,0,0,2,1,0,7,9,0,0,0,0,0,0
"monodroid-samples","XamarinClone/monodroid-samples",373,268,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"phpunit","9040044/phpunit",3357,926,284,0,0,0,0,0,0,0,18,0,0,268,0,0,0,0,0,0
"browser-diet","zenorocha/browser-diet",34,570,18,0,0,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0
"aleph","ztellman/aleph",537,54,87,0,0,0,0,0,0,0,1,0,0,0,0,0,86,0,0,0
"lamina","ztellman/lamina",575,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
"beego","aamsur/beego",523,120,210,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0
"MetroLog","abdulbaruwa/MetroLog",63,39,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"scotty","adamflott/scotty",117,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tapkulibrary","adan016/tapkulibrary",301,84,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"stream-lib","addthis/stream-lib",150,38,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Shelly.hs","adinapoli/Shelly.hs",196,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Midje","aeriksson/Midje",1784,209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"haste-compiler","akru/haste-compiler",578,128,33,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,26,0
"n2o","albertaixendri/n2o",334,144,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"novocaine","alexbw/novocaine",36,16,12,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slic3r","alexrj/Slic3r",443,49,1863,0,81,0,0,0,0,0,0,0,0,0,0,1839,0,0,0,0
"tengine","alibaba/tengine",205,104,123,0,86,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0
"hydrogen","alworx/hydrogen",1409,528,212,0,201,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0
"yaws","andreineculau/yaws",1408,639,25,0,0,0,0,0,0,0,5,0,0,0,0,0,0,20,0,0
"opencv","apavlenko/opencv",7295,2156,1919,0,1863,0,34,0,9,0,1,0,0,0,31,0,1,0,0,1
"pow","ariporad/pow",279,197,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"clooj","arthuredelstein/clooj",533,56,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
"dapper-dot-net","asworo/dapper-dot-net",423,47,52,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"summingbird","atomicjets/summingbird",612,34,245,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,233
"csscss","aunueget/csscss",124,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aura","aurapm/aura",634,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Imagine","avalanche123/Imagine",459,221,66,0,0,0,0,0,0,0,11,0,0,45,10,0,0,0,0,0
"mochiweb","basho/mochiweb",305,71,112,0,0,0,0,0,0,0,0,0,0,0,2,0,0,112,0,0
"eco","basisframework/eco",59,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"batman","batmanjs/batman",2450,260,131,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0
"goworker","benmanns/goworker",65,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hackney","benoitc/hackney",185,292,202,0,0,0,0,0,0,0,0,0,0,0,0,4,0,201,0,0
"purescript","bergmark/purescript",189,113,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"Tweetian","bianshifeng/Tweetian",56,38,20,0,16,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"jQuery-File-Upload","blueimp/jQuery-File-Upload",535,183,16,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,0
"legit","blueyed/legit",130,60,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"slate","bradparks/slate",321,199,23,0,11,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0
"git-annex","c0llision/git-annex",4349,13601,567,0,9,0,0,0,0,0,10,0,0,0,0,5,0,0,552,0
"friend","cemerick/friend",137,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"enlive","cgrand/enlive",232,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"stitch","cgvarela/stitch",55,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"t","chastell/t",544,236,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
"Mobile-Detect","civenz/Mobile-Detect",208,82,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
"core.logic","clojure/core.logic",1511,232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"tools.nrepl","clojure/tools.nrepl",176,91,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"clj-http","clyfe/clj-http",493,119,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ttrss","cnlpete/ttrss",102,147,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ImplicitCAD","colah/ImplicitCAD",312,62,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0
"pdf2htmlEX","coolwanglu/pdf2htmlEX",140,658,651,0,646,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"vim.js","coolwanglu/vim.js",93,42,35,0,6,0,0,0,0,0,33,0,0,0,1,0,0,0,0,0
"geocouch","couchbase/geocouch",176,36,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"craftcoin","craftcoin/craftcoin",32,26,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GateOne","cyrus-zhang/GateOne",638,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"seesaw","daveray/seesaw",817,60,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
"derby","derbyjs/derby",918,174,213,0,0,0,0,0,0,3,213,0,0,0,0,0,0,0,0,0
"Sirea","dmbarbour/Sirea",219,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"DocSets-for-iOS","docterd/DocSets-for-iOS",46,19,11,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"hadoop-book","dongyanyan/hadoop-book",82,68,7,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0
"intentionjs","dowjones/intentionjs",171,57,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
"tourist","easelinc/tourist",58,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gmvault","erdincay/gmvault",739,175,41,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
"joxa","ericbmerritt/joxa",178,242,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
"SocketRocket","erikprice/SocketRocket",59,87,37,0,10,0,28,2,0,0,1,0,0,0,5,0,0,0,0,0
"boom","espebra/boom",51,8,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"androidannotations","evchang/androidannotations",852,443,677,0,0,0,0,0,677,0,0,0,0,0,0,0,0,0,0,0
"facebook-php-sdk","facebookarchive/facebook-php-sdk",161,34,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"three20","facebookarchive/three20",1238,251,104,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fr_public","farbrausch/fr_public",206,77,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fish-shell","fish-shell/fish-shell",2151,1758,541,0,504,0,0,0,0,0,8,0,0,0,33,0,0,0,0,0
"couchdb","fkaempfer/couchdb",2366,1365,1693,0,70,0,0,0,1,0,3,0,6,0,0,88,0,1542,0,0
"drip","flatland/drip",47,144,15,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"MultiMarkdown","fletcher/MultiMarkdown",45,53,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
"jquery-endless-scroll","fredwu/jquery-endless-scroll",41,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"typed-clojure","frenchy64/typed-clojure",406,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"nu","gcbeyond/nu",357,278,41,0,34,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0
"skeuocard","getupcloud/skeuocard",74,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"llgo","go-llvm/llgo",557,27,47,0,1,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
"hw","hedgewars/hw",2494,5618,1235,1230,798,0,68,0,87,0,0,70,0,0,1,0,0,0,316,0
"criterium","hugoduncan/criterium",75,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Workless","iKreativ/Workless",28,99,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
"jayq","ibdknox/jayq",75,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"identifi","identifi/identifi",70,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ring","ieure/ring",336,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"edis","cbd/edis",321,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VsVim","jaredpar/VsVim",1871,531,146,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hubble","jaymedavis/hubble",34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"blueeyes","jdegoes/blueeyes",1597,185,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"vimerl","jimenezrick/vimerl",171,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kibit","jonase/kibit",172,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"graphene","jondot/graphene",47,16,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"terminal-notifier","julienXX/terminal-notifier",41,28,15,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
"grunt-typescript","k-maru/grunt-typescript",62,20,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"hbro","k0ral/hbro",132,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korma","korma/Korma",209,32,22,0,0,0,0,0,0,0,2,0,0,0,0,0,20,0,0,0
"domina","levand/domina",143,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ccv","liuliu/ccv",477,61,27,0,19,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0
"aeson","lpsmith/aeson",311,125,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"macvim","macvim-dev/macvim",4296,3183,5020,0,4994,4,15,0,0,0,0,0,0,0,15,15,0,0,0,0
"quine-relay","mame/quine-relay",51,14,55,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0
"isla","maryrosecook/isla",81,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ebot","matteoredaelli/ebot",176,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"sbt-idea","mpeltonen/sbt-idea",261,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sidekiq","mperham/sidekiq",846,462,71,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0
"contrib","munin-monitoring/contrib",39,2040,67,0,0,0,0,0,2,0,0,0,0,35,16,14,0,0,0,0
"phpredis","nFnK/phpredis",548,180,321,0,302,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0
"namecoin-qt","namecoin-qt/namecoin-qt",559,150,65,0,60,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0
"noir","noir-clojure/noir",182,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"frak","noprompt/frak",34,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"nginx-tutorials","openresty/nginx-tutorials",49,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"misultin","ostinelli/misultin",251,53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"pallet","pallet/pallet",1755,364,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"incanter","palmer0914/incanter",784,168,25,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0
"carrierwave","paybygroup/carrierwave",888,395,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"pedestal","pedestal/pedestal",446,97,32,0,0,0,0,0,3,0,1,0,10,0,0,0,21,0,0,0
"alpaca","pksunkara/alpaca",82,30,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"dommy","plumatic/dommy",188,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"plumbing","plumatic/plumbing",95,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"scaloid","pocorall/scaloid",302,389,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"phonegap-plugins","purplecabbage/phonegap-plugins",730,324,71,1,58,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"QuickDialog","raiffeisennet/QuickDialog",480,71,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sublime-typescript","raph-amiard/sublime-typescript",28,10,4,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
"goagain","rcrowley/goagain",45,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"roboguice","roboguice/roboguice",530,293,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"jquery.transit","rstacruz/jquery.transit",92,72,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"ruby","ruby/ruby",25360,4923,4059,0,4038,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
"bitcask","russelldb/bitcask",408,116,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"ibrowse","russelldb/ibrowse",94,44,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
"robotquest","seanhess/robotquest",139,50,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"typescript.api","sinclairzx81/typescript.api",145,31,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"v8","sinoory/v8",3247,770,10400,0,10394,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0
"conduit","snoyberg/conduit",599,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"typescript-node-definitions","soywiz/typescript-node-definitions",152,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"spray","spray/spray",1884,169,44,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,30
"clojurescript","stabilized/clojurescript",1708,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASidePanels","stuffmc/JASidePanels",75,19,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"clojure-scheme","takeoutweight/clojure-scheme",1540,147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"requirejs","tandehui/requirejs",782,296,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
"wp-svbtle","themeskult/wp-svbtle",195,113,4,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0
"sqitch","theory/sqitch",54,95,784,0,0,0,0,0,0,0,0,0,0,0,0,784,0,0,0,0
"github-backup","timofonic-git/github-backup",80,57,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"pcbsd","trueos/pcbsd",827,1057,24,0,13,0,0,0,0,0,2,7,0,1,0,1,0,0,0,0
"vegeta","tsenart/vegeta",68,50,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"flockdb","twitter-archive/flockdb",444,193,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"kestrel","twitter-archive/kestrel",695,246,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,25
"cassovary","twitter/cassovary",63,31,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"snowflake","twitter/snowflake",187,100,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"twui","ultragalactic/twui",303,20,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"unetbootin","unetbootin/unetbootin",405,173,15,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"gproc","uwiger/gproc",141,49,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"darner","wavii/darner",95,33,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"androidquery","waynezhang87/androidquery",517,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"webpy","webpy/webpy",633,55,32,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
"node-imdb-api","worr/node-imdb-api",29,27,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"rabbitmq-server","xuejianhai/rabbitmq-server",7643,1209,837,0,0,0,0,0,0,0,0,0,0,0,1,45,0,792,0,0
"scalaz","xuwei-k/scalaz",3390,349,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8
"generator-angular","yeoman/generator-angular",217,130,11,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0
"generator-mobile","yeoman/generator-mobile",0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ngrok","yu19930123/ngrok",183,45,10,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0
"MPFoldTransition","yuyedaidao/MPFoldTransition",38,23,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
